source,target,edgeType
node61583,node75773,related
node36177,node76818,related
node59214,node64860,depends_on
node5974,node82339,related
node64025,node4381,related
node82489,node14679,depends_on
node70497,node24804,depends_on
node80953,node13481,depends_on
node22112,node1676,depends_on
node34473,node62242,depends_on
node1238,node27950,related
node76733,node69332,related
node7247,node60550,depends_on
node25725,node53304,depends_on
node44697,node30162,connects_to
node81767,node78086,depends_on
node71132,node2859,depends_on
node76475,node61665,depends_on
node44043,node82704,related
node23965,node31514,depends_on
node60387,node316,related
node38838,node73544,depends_on
node80709,node52511,related
node22573,node35233,connects_to
node65629,node46316,depends_on
node36191,node52067,depends_on
node23345,node13738,connects_to
node61561,node45043,depends_on
node23823,node8096,related
node1229,node48182,depends_on
node4378,node18006,connects_to
node44153,node4236,connects_to
node30402,node18490,related
node9842,node34502,related
node71085,node3229,related
node60111,node34984,related
node79874,node13574,connects_to
node60564,node9153,connects_to
node17102,node64015,depends_on
node27277,node61319,depends_on
node48023,node82095,depends_on
node57842,node65304,depends_on
node5180,node44132,depends_on
node67611,node73029,depends_on
node48110,node58781,depends_on
node39570,node16381,depends_on
node56628,node57200,related
node35241,node43300,connects_to
node58574,node45862,connects_to
node19867,node34899,depends_on
node12919,node49135,related
node82344,node77384,connects_to
node77791,node54403,depends_on
node63404,node59313,depends_on
node65093,node40243,depends_on
node23598,node71734,connects_to
node68416,node1292,connects_to
node56091,node9922,connects_to
node33344,node28690,related
node15931,node6064,connects_to
node60050,node66872,connects_to
node74185,node8324,related
node82232,node40070,connects_to
node82940,node37699,depends_on
node66020,node20306,related
node82620,node54207,connects_to
node62111,node32714,related
node75327,node52938,related
node72821,node29739,related
node11543,node67751,related
node68886,node72910,depends_on
node15635,node39605,related
node79391,node7761,depends_on
node27412,node75383,depends_on
node1737,node64234,connects_to
node21607,node69260,connects_to
node18840,node41468,connects_to
node18916,node76048,connects_to
node27755,node60956,connects_to
node55391,node35857,related
node21276,node71011,depends_on
node23128,node61455,connects_to
node60403,node76373,related
node67394,node76102,connects_to
node81571,node22315,connects_to
node3078,node1926,connects_to
node70544,node46363,related
node65056,node62902,related
node20734,node8507,connects_to
node11724,node44997,connects_to
node32200,node77361,connects_to
node58262,node47050,connects_to
node69769,node17177,depends_on
node50153,node78995,connects_to
node47536,node62540,depends_on
node28210,node33719,related
node6722,node68358,depends_on
node2208,node62924,depends_on
node59120,node16314,depends_on
node7072,node25182,depends_on
node37239,node74951,depends_on
node33137,node50922,connects_to
node40787,node9880,related
node67901,node40629,related
node68389,node73256,connects_to
node42655,node21834,related
node42009,node64894,connects_to
node78645,node75945,related
node78096,node62489,connects_to
node38244,node31229,depends_on
node50367,node24629,connects_to
node81397,node49811,related
node57665,node47516,depends_on
node62254,node82799,connects_to
node26869,node65361,depends_on
node12133,node81340,related
node56156,node23822,connects_to
node25342,node69075,connects_to
node25245,node67018,connects_to
node14017,node69920,related
node23027,node72530,connects_to
node58395,node77683,related
node33554,node67916,related
node49610,node61177,related
node7623,node41092,connects_to
node63927,node61310,connects_to
node15340,node31388,depends_on
node30034,node36151,depends_on
node43846,node66842,related
node8513,node8089,connects_to
node14084,node57850,depends_on
node28181,node12907,related
node24185,node38151,depends_on
node52861,node28759,connects_to
node43595,node51920,related
node44969,node34442,related
node27659,node42976,connects_to
node66362,node38011,connects_to
node31266,node82218,connects_to
node40779,node59773,connects_to
node79044,node39078,connects_to
node10652,node8570,connects_to
node70204,node7814,depends_on
node2040,node62375,connects_to
node39415,node37781,connects_to
node64552,node9494,connects_to
node40915,node3004,connects_to
node56062,node47120,connects_to
node67412,node43791,depends_on
node4236,node11531,related
node73317,node47917,related
node16883,node4883,depends_on
node12755,node28662,connects_to
node77075,node53050,related
node36152,node80601,connects_to
node40634,node57034,connects_to
node20229,node742,depends_on
node22749,node19461,related
node36195,node22993,depends_on
node51682,node64164,connects_to
node63467,node13072,related
node3875,node78614,related
node37623,node68097,connects_to
node61877,node70298,related
node36092,node13160,related
node13535,node69263,connects_to
node51010,node49412,related
node70278,node41811,depends_on
node48103,node21114,related
node53711,node29261,connects_to
node75547,node6497,connects_to
node49011,node38111,depends_on
node66120,node49394,connects_to
node55729,node43559,connects_to
node20758,node37595,connects_to
node29493,node45294,depends_on
node69875,node39156,depends_on
node65179,node51798,connects_to
node69399,node70167,related
node56533,node24755,connects_to
node68649,node45667,connects_to
node29160,node48518,related
node21790,node12063,connects_to
node38920,node81247,related
node21218,node37686,connects_to
node3451,node35784,related
node11966,node18473,connects_to
node34349,node15730,connects_to
node29440,node42116,connects_to
node52934,node73331,depends_on
node18449,node64456,depends_on
node52561,node9742,related
node20725,node75893,depends_on
node11974,node37347,depends_on
node7182,node71678,depends_on
node20883,node40235,related
node34676,node48139,depends_on
node13999,node54942,connects_to
node19612,node53976,depends_on
node65337,node42188,depends_on
node62167,node31322,related
node74547,node81783,connects_to
node65110,node54845,depends_on
node66634,node80342,connects_to
node53232,node52352,related
node27605,node51407,related
node19411,node21641,related
node71407,node47803,related
node31954,node55418,related
node53022,node79041,connects_to
node77352,node60228,connects_to
node66265,node54386,depends_on
node2717,node51696,related
node45340,node62635,depends_on
node47653,node28313,related
node35275,node23595,related
node2854,node43938,related
node77444,node74883,related
node81214,node44186,related
node44971,node31075,depends_on
node77581,node72993,depends_on
node57447,node67057,depends_on
node32666,node60956,connects_to
node71714,node1779,depends_on
node35155,node6429,related
node22576,node11931,depends_on
node41472,node42636,related
node20136,node10287,connects_to
node26331,node6649,related
node20485,node37092,depends_on
node75423,node58618,depends_on
node76548,node77136,depends_on
node16246,node33581,related
node77654,node68015,connects_to
node6921,node20286,related
node44210,node46242,related
node69627,node21182,connects_to
node17474,node71666,depends_on
node53841,node52351,related
node55350,node73316,depends_on
node26669,node31200,connects_to
node33827,node34804,depends_on
node80969,node42076,connects_to
node31950,node4226,related
node38171,node71189,depends_on
node57561,node33920,related
node29917,node43961,depends_on
node36711,node80961,depends_on
node58315,node38020,connects_to
node9270,node13933,depends_on
node10389,node63811,depends_on
node78969,node37026,depends_on
node17146,node21303,connects_to
node40452,node63794,depends_on
node35734,node81253,connects_to
node75700,node60186,related
node49188,node20740,connects_to
node23335,node20353,related
node2644,node2730,related
node57485,node24559,depends_on
node11503,node59815,related
node65231,node16168,related
node56735,node44871,depends_on
node27010,node66207,connects_to
node3081,node36198,related
node70916,node77838,depends_on
node74027,node49906,connects_to
node60509,node69001,depends_on
node16047,node46849,depends_on
node1854,node78243,related
node60998,node12430,related
node18846,node56253,connects_to
node12277,node25354,connects_to
node28112,node63666,depends_on
node77787,node30336,depends_on
node62650,node37815,depends_on
node17690,node45253,depends_on
node4281,node65030,connects_to
node68777,node54740,depends_on
